event_id,region,year,split,duration_days,era5_precip_7d_total,era5_precip_7d_max,era5_precip_onset_hour,era5_precip_intensity,era5_window_mean_hourly_precip_mm,era5_soil_moist_mean,era5_runoff_total,era5_evap_total,era5_t2m_mean_c,era5_wind_speed_mean,emdat_total_deaths,emdat_total_affected,severity_score
22,west_africa_niger_benue,2003,train,2.5785802790252923,162.19070822798798,33.72746144661966,44.34902534401672,2.6208011560224453,0.9654208823094523,0.255292634606358,0.2629058806345684,2.5686891702096153,33.9228039002163,4.778712013047617,223.2431796303332,14728.07390615879,67.03364506428515
23,west_africa_niger_benue,2004,train,4.200747485141523,296.95350845135863,80.16901308148377,26.76755597336475,2.9454431374189336,1.7675804074485633,0.2726108173742089,0.5438395338513491,2.9089545801561716,29.244068521277022,4.899597385239527,196.70719614057606,121081.13144754224,82.64970546467403
24,west_africa_niger_benue,2004,train,1.8377532590842747,302.0009249690694,85.07926916003672,31.540359782325833,6.847149807249606,1.7976245533873179,0.26478367038161854,0.7921631138838164,2.791717274546214,33.95469383486298,3.54628835890634,27.825906063529008,4374.199828148422,38.1326342136519
25,west_africa_niger_benue,2004,train,4.705671663851087,258.5406377378153,43.7490886203486,31.638854205794377,2.289264390281071,1.538932367486996,0.22422820868851387,0.9671493583271572,3.071129034455957,32.26737497879824,3.5619297705242783,0.4109845907892147,5000000.0,54.77364811620619
26,west_africa_niger_benue,2004,train,3.286435177897302,280.17144266933474,50.935095625030264,61.903372811952394,3.5521193875155985,1.66768715874604,0.21718889599527144,0.38387792108715757,2.680096512070383,31.049494488611955,3.630608299555846,73.52902767643712,10638.767053150561,54.18923625738088
27,west_africa_niger_benue,2004,train,4.762291701131067,224.78683110592158,64.3380717002057,48.04798712228057,1.9667249615394693,1.3380168518209619,0.25667422225315834,0.5006658563981675,3.5029775506093617,28.7421447288286,2.1215424230178552,144.6202895851069,116985.94210929275,78.1313979917632
28,west_africa_niger_benue,2004,train,6.478275536671355,203.5805897645194,29.400096929990244,35.72802297260424,1.309380023357281,1.211789224788806,0.2397363957336228,0.2790587293820045,3.1173292921204308,30.15630701389122,3.662425919226022,10.208639046465159,28730.651114506003,39.09434532137581
29,west_africa_niger_benue,2005,train,4.674409217007406,225.53971891710728,50.18030614965736,19.58681074746174,2.0104119797686755,1.3424983268875432,0.2187925149672466,0.3232859372151468,3.2818767326333886,32.01556358263129,3.964225501971394,9.520252922178654,6453.0245521271945,28.43903278218391
30,west_africa_niger_benue,2005,train,1.0,313.17340811927323,90.86885314826121,57.33078427095295,13.048892004969717,1.8641274292813883,0.2672883121785654,0.26664447483347975,3.368851294378464,24.410756466421482,4.231741569745377,1.1475980310089555,763.514314520467,1.104561329042341
31,west_africa_niger_benue,2005,train,1.325946337707797,324.77007076487627,67.80380342937279,18.42762554116768,10.205606288157307,1.9331551831242635,0.2570318962776219,0.39094819282185383,2.559680078955133,30.47000980009518,3.483915983214779,136.68454125575107,71584.4913293528,75.05655293355483
32,west_africa_niger_benue,2005,train,2.892955638120191,240.41737219081716,42.275525056132686,25.21339030365365,3.4626837604948206,1.4310557868501022,0.1953210519831523,0.5156213606579579,2.824316510254347,25.28103942959705,3.9797908923997665,85.02486529100847,1163.9837680944245,42.835054546442116
33,west_africa_niger_benue,2006,train,4.109923122010958,226.8082224967063,29.011425824321083,11.382179006015782,2.2993964420934083,1.3500489434327756,0.24095401831006327,0.3686858449189706,3.2816789977257224,31.972617870997183,4.148602061651718,44.27852844150292,67.74284241749778,30.28166049928574
34,west_africa_niger_benue,2006,train,4.68498461766868,179.04016742589593,52.58163877054773,19.530833922749082,1.5923226189355582,1.0657152822969995,0.20838191895892255,0.6010770132356458,1.9164654561860588,28.978562133227193,2.9527311902628455,13.65932683491504,6404.815327854933,31.3955695956935
35,west_africa_niger_benue,2006,train,6.597206339005787,368.35481770381995,93.58393358706995,67.17693569810143,2.3264570813225203,2.1925882006179758,0.23771050776783628,0.7389977995415683,3.956847605708525,38.06272068809948,3.358500450328568,43.7067484965065,9464.543356021022,48.59442020814898
36,west_africa_niger_benue,2006,train,1.5187011216034678,469.43300724072856,121.28692283217443,14.771633909043867,12.879234996797077,2.7942440907186223,0.251503772109504,1.145428322560513,2.960211184981172,29.336629901548303,4.42330299405905,21.498952608130107,42526.90753048349,52.32837208719612
37,west_africa_niger_benue,2007,train,3.60831365936801,188.52441663912114,51.70704556752803,32.41810946813907,2.1769681818641757,1.1221691466614354,0.2428816441897724,0.5300143562369423,3.4604020592529334,31.67973134081241,5.358867449389394,92.36519549441324,2757.957786017726,47.10816406667188
38,west_africa_niger_benue,2007,train,3.235300906577347,379.03192320137134,47.22784685063921,55.36793165732389,4.881461494957107,2.2561424000081627,0.24351139474366054,0.6312718723410949,2.867597523885982,30.48957263219404,3.2963363553714213,98.38701141602456,20780.518045540477,63.007818058264306
39,west_africa_niger_benue,2007,train,11.336859009255106,263.91419800174856,51.06819146481065,25.054442032151172,0.9699710394000965,1.5709178452485033,0.19088083916072124,0.3270220624030752,2.4379318942565344,29.75997230045042,3.4851694637980546,57.32190873104965,1784.9117496936094,40.67136303857739
40,west_africa_niger_benue,2007,train,3.235578996071485,229.37323904709115,36.181482719777364,39.408819717248285,2.9537891997793295,1.3653168990898283,0.25779120267409833,0.6224808450144105,3.353283412305534,29.833396975491098,3.1572718225882754,16.354001191992346,12478.337731658155,38.4496332459445
41,west_africa_niger_benue,2007,train,3.9983979098778555,253.38846332493515,46.63295416394047,14.626099942201531,2.6405207476865376,1.5082646626484235,0.15770264312125593,0.5311658456022446,4.219138690588935,29.20793026283735,4.173487780593563,251.47723943643652,8541.80640279443,65.97253002544508
42,west_africa_niger_benue,2008,train,3.117289781711186,197.59909724629074,46.70388205153732,49.44555786977218,2.6411711118097956,1.1761851026564925,0.29995236641776135,0.4628317362070016,2.698039157991128,27.692902579003587,3.2167558058550085,25.435976677675367,44607.93053809217,51.721312661603626
43,west_africa_niger_benue,2008,train,2.2336218061974495,148.6266326820829,30.867549215744134,45.24242830963199,2.7725268192542085,0.8846823373933507,0.2577723885979956,0.16879477287185218,3.954226779504239,31.732105468644498,2.3575298918355507,4.588656848589225,51154.45968798664,34.61592650960567
44,west_africa_niger_benue,2008,train,5.908426669500455,161.90863313872694,46.45324564437661,48.82901825878863,1.1417917873587373,0.9637418639209937,0.2782065100599901,0.5768717868434384,2.2658530092856917,25.715225116195064,3.4461141123081362,276.6414976100455,40106.77991077605,76.52750933396486
45,west_africa_niger_benue,2008,train,6.584404291766619,158.7672311785571,33.41781796650058,59.224748849951226,1.0046924529495493,0.9450430427295066,0.19487856334276438,0.4077121215063215,4.25371452170392,27.126692430906758,3.642808422686366,48.30440535217187,21657.274553562656,52.83373653149507
46,west_africa_niger_benue,2008,train,6.8217617516861715,196.23184432771,51.23875484688642,39.135568500665926,1.1985652892329361,1.1680466924268453,0.26145218792779124,0.4147064275836748,3.6375266139840647,24.65617042583004,1.706272051464799,35.38271975481274,28167.95434277735,51.938351194890004
47,west_africa_niger_benue,2008,train,4.0627440138146165,517.9100148393261,121.42086742872135,12.252561971526475,5.311578548454238,3.0827977073769413,0.2569385242478269,1.5837098217031944,2.9693717771398056,31.47418152600225,4.4736961899481855,134.00115140905507,92139.34349925352,78.22731179189756
48,west_africa_niger_benue,2009,train,1.0,66.64108654721977,11.389115506656413,9.099670729983035,2.7767119394674906,0.3966731342096415,0.2801312516420186,0.10086082392538115,2.3501689412705438,32.71592846050786,3.003523808674589,6.44179238869126,62719.18047950603,37.312345243843765
49,west_africa_niger_benue,2009,train,1.8992158512430959,257.4547826788027,68.72941017547589,9.705898459240583,5.64826931314597,1.5324689445166828,0.3058813558118244,0.7529806654186646,3.2369513523252538,27.976168962462303,3.895632406431572,18.79226881351397,65821.28294563403,52.13686792789694
50,west_africa_niger_benue,2009,train,4.6490014892904945,368.34237805628135,46.60996810050968,47.26972512935101,3.301267835906987,2.1925141550969127,0.240475887827711,0.37930996575518844,3.3935330670120387,35.43380903907676,3.2105664602785553,36.07047761777913,7000.492832228355,44.52049665648846
51,west_africa_niger_benue,2009,train,3.8652465577619406,317.3105466701005,65.83669132137989,45.03657399607532,3.4205509481331124,1.8887532539886935,0.24189055525845618,0.6542579595271976,3.277707215270421,34.48019937159163,2.95489468835535,8.099667134828177,42194.88968758796,40.919301286979184
52,west_africa_niger_benue,2009,train,3.1519424052463343,258.2524152572458,47.86841905591241,36.99271569082889,3.4139320834272264,1.537216757483606,0.21732650141609522,0.6957417022998899,2.5828786212944195,31.30063262989803,3.4766297165145263,9.800320577389167,182612.46493451874,52.9044663826788
53,west_africa_niger_benue,2009,train,3.903282940768831,530.1081846382923,124.88682858772464,6.0,5.658785530480878,3.155405860942216,0.2786246580124666,0.9363567989132738,4.077837434308495,28.86539115244181,3.9883982720188396,50.595989889594655,41924.86412917265,61.86533628528407
54,west_africa_niger_benue,2009,train,3.202359754288163,238.49270363493432,31.397943589129994,41.29599500958505,3.103085457991531,1.4195994263984186,0.20876908352820148,0.5332819675896198,2.2086043001900055,34.227255573653196,3.965199363467989,29.30707880183763,3091.520907585146,35.93044344325043
55,west_africa_niger_benue,2009,train,3.586356647456932,201.43728057737343,53.40060239556359,41.27833540998675,2.340319396290053,1.1990314320081752,0.2583926429904556,0.5184677394138081,3.6723396098410093,32.65541548152313,3.501208303457631,6.203129385046605,243776.68832368669,49.77607118696022
56,west_africa_niger_benue,2009,train,1.0,502.280456652909,116.72744472787465,27.030477013382416,20.928352360537875,2.989764622933982,0.23305788398344043,2.1159399066387845,4.182140095733834,33.32582672631237,1.7069172053352615,15.822298868109353,3217.965334774525,32.01648594544569
57,west_africa_niger_benue,2010,train,6.896259690655233,275.4153886781069,54.07242767800125,34.20508600490073,1.664038436729866,1.6393773135601601,0.20461379426119441,0.30482980297956724,3.4703789255284634,33.38719053156956,3.4997074486282016,185.2171514737195,6069.739231269465,60.623574085294656
58,west_africa_niger_benue,2010,train,1.0,355.5365120298921,52.48894949503074,66.78027756227661,14.814021334578838,2.116288762082691,0.2124383849377558,0.7799565158089362,3.47729572184296,29.120067950949135,3.6983827020507496,18.99964520018281,3232.0916137503,32.820466382361204
59,west_africa_niger_benue,2010,train,3.8619262090224704,278.46222443656995,40.760187751959705,6.0,3.0043538008961406,1.6575132406938689,0.22398075556118457,0.7471888417262217,3.665323728356258,33.67185322305959,3.456779565588497,106.30082947964745,362534.98747193534,83.74021119692944
60,west_africa_niger_benue,2010,train,4.306644778481226,230.46730869601032,32.687477197293596,29.43804355455976,2.229764706154135,1.371829218428633,0.1650702576317507,0.7367352509557713,3.3196518660800765,25.595498070030544,2.5004214144566808,42.70154860260797,836.7282962286099,33.9579578306886
61,west_africa_niger_benue,2010,train,1.3246308539309117,199.92311547565473,51.93734917894725,36.380261964513025,6.288642444621847,1.1900185444979448,0.16810179059585362,0.6280667384126483,2.624420688693647,28.739957949123593,5.187089050969384,18.647860342273745,4554.251226876151,32.84433602388173
62,west_africa_niger_benue,2011,train,3.215670099747602,398.83338027498473,83.11850761373925,14.711762764006014,5.167836561580756,2.374008215922528,0.21369236942611736,0.6879886105576749,2.3111231892796535,30.375535799517827,3.090549103354376,5.372198528308479,7357.362688023439,25.521062567756605
63,west_africa_niger_benue,2011,train,3.664051572407428,628.8046879592484,136.56885982589196,51.07085405892782,7.150607684929712,3.742885047376479,0.23096733662839677,1.348380891728798,3.4710077253293763,26.011819062463,3.919150697134661,9.534125732545416,5832.8046053436365,31.151914491378285
64,west_africa_niger_benue,2011,train,1.8484575966506278,271.25164090321056,61.99359776089666,50.48482744094808,6.114368933742238,1.6145931006143486,0.3296813401354158,0.41157470529837553,2.9700726494903162,35.14175002333822,2.104828174521536,10.125978792107027,259306.69933636693,55.97586270221158
65,west_africa_niger_benue,2011,train,9.739303824195403,194.60295674609387,55.14486419946984,18.36490130278107,0.832549910902601,1.1583509330124635,0.2408990459892849,0.35651012823190004,2.8726403007355668,28.518248772171514,3.5861469952579084,12.603983708374667,1780.9711626650405,23.547172736644015
66,west_africa_niger_benue,2012,train,1.0,264.00868681358793,56.15205286547638,34.6118228831981,11.000361950566164,1.571480278652309,0.2938585534478906,0.40492680775135304,2.5701818875830114,27.483836402756385,4.4581063779374,51.22188695012679,11082.809081983189,50.324961284989996
67,west_africa_niger_benue,2012,train,3.253441175248463,170.94089533965234,47.45215424805083,46.504143274342724,2.189231930795523,1.0175053294026926,0.22205475087836102,0.4943438598252643,3.0309252292261584,33.61834470150885,2.3400215813004595,58.654986481941854,6487.21559213535,46.9533639442322
68,west_africa_niger_benue,2012,train,6.013283978782365,116.15984942772853,23.98451555936881,54.80913265448348,0.8048836115561949,0.6914276751650508,0.19243532218934256,0.20653974794029378,3.423453794856256,25.135265724408,3.2404974559098685,53.9716318564911,2524.251452887752,39.40072741326021
69,west_africa_niger_benue,2012,train,6.35472493987017,209.35169129326846,56.7635219155171,26.19947882743807,1.3726773730977149,1.2461410196027884,0.25902092330889637,0.3068655217933313,4.356043736557211,28.293237314941077,3.6885183659670933,134.69628172027126,1605.5633429869563,48.861530425333044
70,west_africa_niger_benue,2012,train,3.9237247498165484,358.74710835374634,58.014828344921554,26.866540501391086,3.809593469089536,2.1353994544865853,0.24011084935178387,0.5425861831931862,3.8123791107678957,28.919138177273624,3.6630151493169834,47.54191462581845,915848.4975584534,82.58794418833928
71,west_africa_niger_benue,2013,train,7.972377494025533,202.72215074474053,52.00638220613844,41.528345555186576,1.0595028004332232,1.2066794687186937,0.19184900525250284,0.3344424791830532,3.3614973048940735,25.328550168759513,3.2165196966864165,25.11520105972467,3020.0947378181436,33.65350233358716
72,west_africa_niger_benue,2013,train,8.15195478047151,512.2240237890728,72.61458202041409,6.0,2.618104274695642,3.048952522554005,0.18393570303789353,1.5063979344227059,2.5086417573934603,29.304765912481336,4.613758065922924,65.01312661118838,93737.60719036956,70.35941882838691
73,west_africa_niger_benue,2013,train,9.468195558895385,291.449235427629,50.89609639400681,16.596015042302213,1.2825799876312052,1.7348168775454107,0.24488837670445332,1.452562978335806,4.41109695319678,29.227067683062412,2.2079665545082934,27.053249488198666,38197.93748425114,52.45018335171702
74,west_africa_niger_benue,2013,train,4.277366939170867,366.4361852647755,65.45941897415086,28.024504792252124,3.569526440720076,2.1811677694331872,0.2566447667543051,1.101547673514128,3.9454622097478786,29.27899122714112,3.3310968004429524,131.4833401096855,119299.25141477399,78.76508851881322
75,west_africa_niger_benue,2013,train,1.0,348.08701477003586,65.03848683501587,49.39505805577404,14.50362561541816,2.0719465164883086,0.28613357502611364,0.7541688525406399,3.2756750031434394,29.986390339598064,3.802574801445945,3.215656631307163,3305.07192251718,15.563142731281092
76,west_africa_niger_benue,2013,train,3.85467307976638,359.59377709842477,44.677750092599396,36.40821197398829,3.8869895671349064,2.1404391493953856,0.2544465194999722,0.5445902598509371,2.5802983624811873,30.923767442727407,2.120542474749606,19.327865753930077,765.5267306835208,26.556377430918204
77,west_africa_niger_benue,2013,train,9.742341984894427,444.27527008576646,80.58300131599492,52.410624731135925,1.9001046786911304,2.6444956552724195,0.2202714756759293,0.6569526779953501,2.9179526911700164,31.102911691903277,4.003097792310199,9.184674748497251,3780.6696972417476,26.952545460214427
78,west_africa_niger_benue,2013,train,7.557926673964953,450.9115818236438,122.68206738894666,31.493897518480264,2.4858646274916585,2.683997510855023,0.28071779011648507,1.7254980944263143,3.3618383227420416,31.494255040324816,2.7923861827007266,105.13375079783137,36480.535983818925,68.33710014931856
79,west_africa_niger_benue,2014,train,9.454901757596499,282.2948437689056,77.37204809550872,63.00826177010332,1.244040970345078,1.6803264510053904,0.20449430214101774,0.33858380726695714,2.338366963416046,31.9640379197756,2.571803714228732,5.752019839532757,145810.69348704876,46.30020302332619
80,west_africa_niger_benue,2014,train,5.690132044320996,127.43937324606054,37.980043909772995,39.20648977445664,0.9331899231674443,0.7585676978932175,0.3355727870204509,0.2657973378717306,3.0486134337137916,29.39791437416609,3.3330983230989673,11.796580263108455,477.5486442064782,16.987664475779976
81,west_africa_niger_benue,2014,train,7.5619703796252065,194.1161711367751,57.75917030894523,47.97519934355613,1.0695854904639952,1.1554533996236613,0.23927564292974643,0.4476750052084041,3.3860904841359414,31.90330035861076,4.759046546994494,147.49481141292566,7169.707602817283,58.11257236240656
82,west_africa_niger_benue,2014,train,1.0,194.80992444957158,43.26044886881847,35.90808656779563,8.117080185398816,1.1595828836284023,0.23575756172837933,0.35578809344760226,3.5005666448543247,33.11315187287763,2.301381351332065,6.419609440525993,1977.208711480291,17.313535641809064
83,west_africa_niger_benue,2015,train,5.030712768128618,618.9477300419559,162.24024507024842,29.101325444703832,5.1264085111624516,3.684212678821166,0.20261073541228608,0.9102839535068312,4.436659643533182,29.98955335411236,3.3640393387366645,62.8268342898981,17519.677212278213,58.526793988228285
84,west_africa_niger_benue,2015,train,4.5924357300430305,452.8131564249742,129.20244086106965,46.299186034883846,4.1083242009494185,2.695316407291513,0.21793327321120254,0.7324316002414275,3.662601046920881,30.525205515488903,3.0839079057503116,25.778995704860403,2276458.5125962496,83.48671570380667
85,west_africa_niger_benue,2015,train,2.8804324281979037,264.4953447059127,33.44593612960509,65.52392948440489,3.826036415525723,1.574377051820909,0.23413784889541286,0.4523313831430865,2.9596922566199226,26.21240963432804,3.446992106832118,117.68601843832484,32912.28086684711,67.11296078879013
86,west_africa_niger_benue,2015,train,1.0,297.23012396723044,49.973422208101475,18.640343200590504,12.384588498634601,1.7692269283763717,0.13370560261172343,0.44539532251405345,3.626533938657331,27.186344116817427,2.8314174529553084,294.4280536956031,53833.73912759823,81.1851775748991
87,west_africa_niger_benue,2015,train,7.450887099219356,486.6720272938669,109.99317304291674,36.29779062713113,2.7215552815676163,2.896857305320636,0.2593335457333178,1.4972689091433051,3.3809327947217294,30.495695234529077,3.67746017363664,90.68811434396629,4960.619876048428,53.33306867616707
88,west_africa_niger_benue,2015,train,6.641314191853974,579.7865188538354,170.366453333431,67.10863491131607,3.6374986818935575,3.45111023127283,0.17233377336890154,0.47244958962657074,3.617359014655569,27.714541341549364,3.0040640057954513,51.751549374722686,120862.1621908736,70.15277240985614
89,west_africa_niger_benue,2015,train,5.585945262701693,736.5283476233295,151.4645097148953,46.937563294501814,5.493910109697209,4.384097307281723,0.22716201162984836,1.1131053595810863,3.9832607030459566,33.876672751046655,1.995033505751477,104.2782578840673,18013.548987337228,64.88783872746488
90,west_africa_niger_benue,2015,train,2.286544140298734,349.6167074145334,84.31340206850618,28.417642196776526,6.370908198184043,2.081051829848413,0.2605501142202268,0.5968447584387149,2.951430767547348,32.64312140531627,2.8248002255484153,1.554685565873254,30775.341050889456,24.82745585233946
91,west_africa_niger_benue,2016,train,6.795376459825127,295.64979574796183,61.84906926277661,26.228555491414234,1.8128122205337571,1.7598202127854872,0.18214892493206875,0.5154698412324036,2.699215701307493,24.236596314701494,3.228047390728024,86.2261153675807,865.0480034807466,42.532476067910075
92,west_africa_niger_benue,2016,train,2.7674477307366314,296.5390617887547,60.27895735805703,58.64952198734454,4.4646892889678105,1.7651134630283016,0.25436088497982373,0.5495581758934343,2.6911984843055112,24.127918931706407,4.136555976476387,7.862005249283883,421675.3644249968,57.32057581971937
93,west_africa_niger_benue,2017,train,3.9471011564625145,229.97014425786776,54.191449779639974,42.374309003261224,2.427627001246028,1.368869906296832,0.23301642584210402,0.4275994899049983,2.791111579242084,34.244222513497526,3.492374979655817,13.673136710854212,13527.14436495103,37.14688495775258
94,west_africa_niger_benue,2017,train,3.3889142214184407,178.5693269723453,22.498355054095423,40.06855873955,2.195508100152952,1.0629126605496744,0.30772352307524875,0.31320537494770434,3.388584398029567,26.877724997642304,4.438399734246109,15.602844570082025,617919.5154581192,65.58760756102393
95,west_africa_niger_benue,2017,train,7.477127203127593,128.27453057202283,18.694230873538842,32.23039795389583,0.714816260572906,0.7635388724525168,0.19216639650486397,0.28562878834764566,4.022689747204898,25.87486685468769,3.6401466920290386,8.281583916826147,21198.60122273284,33.523844872465304
96,west_africa_niger_benue,2018,val,1.0,160.3171523244079,20.216790395492804,48.92827104047006,6.67988134685033,0.9542687638357614,0.18939982570452352,0.28294933515477905,3.5728076199731293,27.859108079386584,2.4866924545595905,12.895533425838703,55330.43855522712,45.52893103181867
97,west_africa_niger_benue,2018,val,7.17013451061493,269.40883276531866,78.92563334854862,75.73777430360724,1.565572865511774,1.6036240045554682,0.24996989108518558,0.3754511180670303,4.172776904771813,28.419872193365048,2.8879301337543315,11.29299058564211,67.85249915951555,16.31268248153449
98,west_africa_niger_benue,2018,val,3.938302494289178,369.82337419779003,98.10552480315876,17.538655177949416,3.912677423988091,2.2013296083201785,0.2963097730294434,0.6445948993439223,2.8985127165169513,32.14778354657011,2.9861779502591097,10.149120020012257,65916.66568377109,46.91921870340333
99,west_africa_niger_benue,2018,val,5.648853907078768,366.92998513481945,104.81366920464629,35.671107228344106,2.7065223551734325,2.1841070543739254,0.1994629549387138,0.6380080618956488,4.486436110768335,28.92382895696416,4.270527723507131,8.606762779196972,21943.310403712225,37.301093923084714
100,west_africa_niger_benue,2018,val,4.871070936684806,202.081754209256,38.958571480288235,7.004748769141951,1.7285876558765405,1.2028675845789047,0.22499664096035524,0.5054243453742665,2.781975294220059,28.253364202205717,3.10730901279345,12.06228136111836,61863.114049525735,46.326239896665854
101,west_africa_niger_benue,2018,val,3.844113191705884,293.3204782779467,47.49603410270784,60.238132852435854,3.179325369836699,1.7459552278449206,0.23239505501762572,0.47213834319885717,2.47201886519588,31.619514159781108,3.645818580143699,23.345578686786784,510.34013001638084,26.750423537127773
102,west_africa_niger_benue,2019,val,9.362969788146655,240.49664977080084,67.8052699943637,49.536494234874134,1.0702473645846906,1.431527677207148,0.3155565979313411,0.7211784607432067,3.314663887991428,24.5549457675893,3.707541016046668,64.63395598484679,31254.841178951952,59.8588430020176
